occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
BatesHarrison1997-a307	Tadarida (Chaerephon) plicata		roosts in			05	26		09	16		India	Khandwar, Madhya Pradesh 			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	inside room	ENVO_01000426	In India, a colony ranging in size from 200 to500 individuals was located in a building in Khandwar,Madhya Pradesh between 26 May and 16 September;they were absent at other times. The bats selected thewarmer parts of the large, hot, dimly lit room, roostingin clusters both on the ceiling and in cracks. Themaximum temperature was about 40°C with a dailyfluctuation of about 10°C.		113						Bates_Harrison_2303			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a308	Tadarida (Chaerephon) plicata		roosts in													cave	ENVO_00000067					According to Blanford (1888-91), it roostsby day in caves and deserted stone buildings and wasextremely common in the limestone caves at Phagat, 48km (30 miles) from Moulmein in Myanmar.	day roost	113	Literature Observation	Blanford (1888-91)				Bates_Harrison_2304			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a309	Tadarida (Chaerephon) plicata		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			According to Blanford (1888-91), it roostsby day in caves and deserted stone buildings and wasextremely common in the limestone caves at Phagat, 48km (30 miles) from Moulmein in Myanmar.	day roost	113	Literature Observation	Blanford (1888-91)				Bates_Harrison_2305			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a310	Tadarida (Chaerephon) plicata		roosts in									Myanmar	Phagat, 48 km (30 miles) from Moulmein			cave	ENVO_00000067					According to Blanford (1888-91), it roostsby day in caves and deserted stone buildings and wasextremely common in the limestone caves at Phagat, 48km (30 miles) from Moulmein in Myanmar.		113	Literature Observation	Blanford (1888-91)				Bates_Harrison_2306			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a311	Otomops wroughtoni		roosts in													cave	ENVO_00000067					Otomops wroughtoni is apparently confined toone diurnal roost, a large natural cave, situated on aremote plateau rising above a forested valley at analtitude of about 800 metres (2600 feet). The entrance tothe cave is concealed by trees and bushes. The cave isabout 40 metres deep, 25 metres broad and 6-7 metreshigh; there are permanent patches of water and a highdegree of humidity. Colony size is difficult to determineas they live in small groups of usually five to sevenindividuals in narrow cracks and deep hollows in theroof During the day, they keep silent and motionless;they hang by their feet, head down and with only theextremity of their muzzles protruding; both sexes livetogether (Brosset, 1962c).		115	Literature Observation	Brosset, 1962c				Bates_Harrison_2307			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a312	Otomops wroughtoni		roosts in			03		1992								cave	ENVO_00000067					Otomops wroughtoni is apparently confined toone diurnal roost, a large natural cave, situated on aremote plateau rising above a forested valley at analtitude of about 800 metres (2600 feet)...The colony was brieflyrevisited in March 1992 (Daniel et ai, 1992); it was notpossible to determine colony size with accuracy but thereappeared to be at least 40+ individuals (Bates et ai,1994c).		115	Literature Observation	Daniel et ai, 1992				Bates_Harrison_2308			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a313	Otomops wroughtoni		roosts in													cave	ENVO_00000067					Otomops wroughtoni is apparently confined toone diurnal roost, a large natural cave, situated on aremote plateau rising above a forested valley at analtitude of about 800 metres (2600 feet)...The colony was brieflyrevisited in March 1992 (Daniel et ai, 1992); it was notpossible to determine colony size with accuracy but thereappeared to be at least 40+ individuals (Bates et ai,1994c).		115	Literature Observation	Bates et ai, 1994c				Bates_Harrison_2309			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a314	Myotis blythii		roosts in									India	Bahmajo bat cave, near Achabal at analtitude of 1754 metres (5700 feet), Kashmir			cave	ENVO_00000067					In Kashmir, it was collected at Bahmajo bat cave, near Achabal at analtitude of 1754 metres (5700 feet) (BMNH).		119	Specimen Record	BMNH				Bates_Harrison_2310			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a315	Myotis blythii		roosts in													cave	ENVO_00000067					According to Blanford (1888-91), it roosts during the day (andhibernates) in caves and buildings.	day roost	119	Literature Observation	Blanford (1888-91)				Bates_Harrison_2311			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a316	Myotis blythii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			According to Blanford (1888-91), it roosts during the day (andhibernates) in caves and buildings.	day roost	119	Literature Observation	Blanford (1888-91)				Bates_Harrison_2312			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a317	Myotis blythii		roosts in									Arabian peninsula				cave	ENVO_00000067					In Arabia, it is a gregarious, cave dwelling species.		119						Bates_Harrison_2313			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a318	Myotis blythii		roosts in													rock shelter	ENVO_00000481	in crack or crevice				It may also roost in deep inaccessiblefissures (Harrison & Bates, 1991) as well as buildingsand trees (DeBlase, 1980).		119	Literature Observation	Harrison & Bates, 1991				Bates_Harrison_2314			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a319	Myotis blythii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			It may also roost in deep inaccessiblefissures (Harrison & Bates, 1991) as well as buildingsand trees (DeBlase, 1980).		119	Literature Observation	DeBlase, 1980				Bates_Harrison_2315			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a320	Myotis blythii		roosts in													tree	ENVO_01001057	standing tree				It may also roost in deep inaccessiblefissures (Harrison & Bates, 1991) as well as buildingsand trees (DeBlase, 1980).		119	Literature Observation	DeBlase, 1980				Bates_Harrison_2316			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a321	Myotis blythii		roosts in													cave	ENVO_00000067					Adult males select summer roosts in smallrelatively dry caves and cave-like buildings whereas thefemales rely on large, damp caves for their nurserycolonies (DeBlase, 1980).	maternity	120	Literature Observation	DeBlase, 1980				Bates_Harrison_2317			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a322	Myotis blythii		roosts in													anthropogenic	ENVO_00000070	excavated structure				Adult males select summer roosts in smallrelatively dry caves and cave-like buildings whereas thefemales rely on large, damp caves for their nurserycolonies (DeBlase, 1980).	maternity	120	Literature Observation	DeBlase, 1980				Bates_Harrison_2318			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a323	Myotis formosus	Nephelium longanum	roosts in									China	Taiwan			tree	ENVO_01001057	standing tree				In Taiwan, its roosting sitesinclude the Longan tree (Nephelium longanum).		123						Bates_Harrison_2319			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a324	Myotis formosus		roosts in									China	Taiwan			tree	ENVO_01001057	standing tree		leaf;plant structure		Elsewhere in Taiwan, it was found roosting in a large tree, the flowers of whichresembled those of the lilac. "They were hanging head downwards from the stem of a leaf in a bunch, one against the other, their heads only showing, their bodies being hidden by the leaves. There were about ten of both sexes ..." (Swinhoe, 1870).		123	Literature Observation	Swinhoe, 1870				Bates_Harrison_2320			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a325	Myotis formosus		roosts in									China				foliage	ENVO_01001057					In China, it was located in abush and according to Allen (1938), the brightcolouration of the wings is ecologically related to its tree-livinghabits.		123	Literature Observation	Allen (1938)				Bates_Harrison_2321			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a326	Myotis muricola		roosts in									India	Assam			rock shelter	ENVO_00000481	outcropping	ENVO_01000302			In Assam, it was recorded from the banks of the Bhareli River (Nath, 1952).		126	Literature Observation	Nath, 1952				Bates_Harrison_2322			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a327	Myotis muricola	Musa	roosts in													tree	ENVO_01001057	standing tree		furled leaves	ENVO_01001057	Its most favoured roosting sites included the tightly rolled central leaf of the broad-leafed varieties of banaa plants, both wild and cultivated.		126						Bates_Harrison_2323			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a328	Myotis muricola	Musa	roosts in													tree	ENVO_01001057	standing tree		furled leaves	ENVO_01001057	Its most favoured roosting sites included the tightly rolled central leaf of the broad-leafed varieties of banaa plants, both wild and cultivated.		126						Bates_Harrison_2324			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a329	Myotis muricola		roosts in													cave	ENVO_00000067					It was also recorded from Bhattu Caves (=mystacinus in Medway, 1969). 		126	Literature Observation	Medway, 1969				Bates_Harrison_2325			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a330	Myotis muricola		roosts in									Myanmar	Tennasserim 			tree	ENVO_01001057	standing tree				In the Tennasserim region of Myanmar, it seldom leaves the shelter of trees (Wroughton, 1915b).		126	Literature Observation	Wroughton, 1915b				Bates_Harrison_2326			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a331	Myotts siligorensis		roosts in			05			07			India	Uttar Pradesh			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	in roof	ENVO_01000472	In Uttar Pradesh, it was collected in May and July atelevations ranging from between 2370 and 2770 metres(7703-9003 feet) in the temperate zone of the foothills ofthe Himalayas and according to Bhat (1974) it was usingcrevices in roofs as diurnal roosts.	day roost	127	Literature Observation	Bhat (1974)				Bates_Harrison_2327			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a332	Myotts siligorensis		roosts in									Malaysia				cave	ENVO_00000067					In Malaysia, it was found roosting in small groups in crevices in a cave (Medway, 1969).		127	Literature Observation	Medway, 1969				Bates_Harrison_2328			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a333	Myotts siligorensis		roosts in									Thailand				cave	ENVO_00000067					In Thailand, it departed from its diurnal roost(caves) soon after sunset (1845 hours) and hunted at leastuntil 0200 hours.	day roost	127						Bates_Harrison_2329			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a334	Myotis longipes		roosts in									India	Bumzov Cave, Kashmir 			cave	ENVO_00000067					In Kashmir, it was found in a huge colony ofsome 5000 individuals at Bumzov Cave (Topal, 1974)and at an altitude of 1754 metre (5700 feet) at BahmajoBat Cave (BMNH)...In Kashmir, both pregnant and lactatingfemales were collected on 9 June in Bumzov Cave(Topal, 1974).	maternity	131	Literature Observation	Topal, 1974				Bates_Harrison_2330			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a335	Myotis longipes		roosts in									India	Bahmajo Bat Cave, at an altitude of 1754 metre (5700 feet), Kashmir 			cave	ENVO_00000067					In Kashmir, it was found in a huge colony ofsome 5000 individuals at Bumzov Cave (Topal, 1974)and at an altitude of 1754 metre (5700 feet) at BahmajoBat Cave (BMNH).		131	Specimen Record	BMNH				Bates_Harrison_2331			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a336	Myotis longipes		roosts in									Nepal	Kailash Cave			cave	ENVO_00000067					In Nepal, it was located at 1300metres (4225 feet) at Kailash Cave (HNHM).		131	Specimen Record	HNHM				Bates_Harrison_2332			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a337	Myotis longipes		roosts in									India	Siju Cave			cave	ENVO_00000067					INDIA: Jammu & Kashmir: Bhima Devi (type loc. oflongipes)-, Matar Nag (type loc. of theobaldf)-, BumzovCave (BMNH: Topal, 1974); Bahmajo Bat Cave(BMNH); Meghalaya: Siju Cave (Sinha, 1994b).		131	Literature Observation	Sinha, 1994b				Bates_Harrison_2333			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a338	Myotis longipes		roosts in									Afghanistan	the square near the Royal Palace, Jalalabad 			anthropogenic	ENVO_00000070	excavated structure		underground irrigation canal	ENVO_00000505	At Jalalabad in Afghanistan, a colony of 2000 individualsformed a smnmer colony in an underground canalbeneath the square near the Royal Palace. The canal isabout 50 metres long and 1.5 metres wide. At its entrance, it is about 1.2 metres high, graduallydecreasing to 0.8 metres at the far end. The tuimel isvery warm with an estimated temperature of about 20°C.The bats hung in several clusters freely from the ceiling;the roost was shared with a small colony of about 200Miniopterus schreibersii (Hanak & Gaisler, 1969).		131	Literature Observation	Hanak & Gaisler, 1969				Bates_Harrison_2334			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a339	Miniopterus schreibersii		roosts in									Afghanistan	the square near the Royal Palace, Jalalabad 			anthropogenic	ENVO_00000070	excavated structure		underground irrigation canal	ENVO_00000505	At Jalalabad in Afghanistan, a colony of 2000 individualsformed a smnmer colony in an underground canalbeneath the square near the Royal Palace. The canal isabout 50 metres long and 1.5 metres wide. At its entrance, it is about 1.2 metres high, graduallydecreasing to 0.8 metres at the far end. The tuimel isvery warm with an estimated temperature of about 20°C.The bats hung in several clusters freely from the ceiling;the roost was shared with a small colony of about 200Miniopterus schreibersii (Hanak & Gaisler, 1969).		131	Literature Observation	Hanak & Gaisler, 1969				Bates_Harrison_2335			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a340	Myotis daubentonii		roosts in									India	Meghalaya			cave	ENVO_00000067					Nothing is known of this species in India exceptthat two specimens were collected in the everting in acave in Meghalaya (Topal, 1974).		132	Literature Observation	Topal, 1974				Bates_Harrison_2336			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a341	Myotis daubentonii		roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		Summer roosting sites include hollow trees, buildings, under bridges, rockcrevices and even in the nests of tuimelling birds such asSand Martins (Bogdanowicz, 1994).		132	Literature Observation	Bogdanowicz, 1994				Bates_Harrison_2337			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a342	Myotis daubentonii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Summer roosting sites include hollow trees, buildings, under bridges, rockcrevices and even in the nests of tuimelling birds such asSand Martins (Bogdanowicz, 1994).		132	Literature Observation	Bogdanowicz, 1994				Bates_Harrison_2338			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a343	Myotis daubentonii		roosts in													anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	Summer roosting sites include hollow trees, buildings, under bridges, rockcrevices and even in the nests of tuimelling birds such asSand Martins (Bogdanowicz, 1994).		132	Literature Observation	Bogdanowicz, 1994				Bates_Harrison_2339			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a344	Myotis daubentonii		roosts in													rock shelter	ENVO_00000481	in crack or crevice				Summer roosting sites include hollow trees, buildings, under bridges, rockcrevices and even in the nests of tuimelling birds such asSand Martins (Bogdanowicz, 1994).		132	Literature Observation	Bogdanowicz, 1994				Bates_Harrison_2340			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a345	Myotis daubentonii		roosts in													nest	ENVO_00005803	bird	ENVO_00005805			Summer roosting sites include hollow trees, buildings, under bridges, rockcrevices and even in the nests of tuimelling birds such asSand Martins (Bogdanowicz, 1994).		132	Literature Observation	Bogdanowicz, 1994				Bates_Harrison_2341			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a346	Myotis horsfieldii		roosts in									India	Western Ghats, Maharashtra 			anthropogenic	ENVO_00000070	excavated structure		tunnel	ENVO_00000066	In Kerala, it was netted nearthe edge of a hill stream flowing through a forest (Das,1986a); in Maharashtra it was collected in an abandonedtunnel in the forests of the Western Ghats (Hill, 1976b)and in Tamil Nadu it was located in a water supplytunnel in the mixed forest/ tea growing area of theVenniar Estate in the High Wavy Moimtains (HZM).		134	Literature Observation	Hill, 1976b				Bates_Harrison_2342			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a347	Myotis horsfieldii		roosts in									India	Venniar Estate in the High Wavy Mountains, Tamil Nadu			anthropogenic	ENVO_00000070	excavated structure		underground irrigation canal	ENVO_00000505	In Kerala, it was netted nearthe edge of a hill stream flowing through a forest (Das,1986a); in Maharashtra it was collected in an abandonedtunnel in the forests of the Western Ghats (Hill, 1976b)and in Tamil Nadu it was located in a water supplytunnel in the mixed forest/ tea growing area of theVenniar Estate in the High Wavy Moimtains (HZM).		134	Specimen Record	HZM				Bates_Harrison_2343			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a348	Myotis horsfieldii	palmyra palm	roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134		Khajuria, 1984				Bates_Harrison_2344			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a349	Myotis horsfieldii		roosts in													anthropogenic	ENVO_00000070	excavated structure		tunnel	ENVO_00000066	Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134						Bates_Harrison_2345			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a350	Myotis horsfieldii		roosts in													anthropogenic	ENVO_00000070	excavated structure		underground irrigation canal	ENVO_00000505	Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134						Bates_Harrison_2346			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a351	Myotis horsfieldii		roosts in													cave	ENVO_00000067					Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134						Bates_Harrison_2347			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a352	Myotis horsfieldii		roosts in													anthropogenic	ENVO_00000070	transport features	ENVO_00000010	under bridge	ENVO_00000075	Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134						Bates_Harrison_2348			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a353	Myotis horsfieldii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	Although found in the leaves of a palmyra palm(Khajuria, 1984), it appears to favour tunnels (especiallythose containing water), caves, bridges and houses for itsdiurnal roosting sites.		134						Bates_Harrison_2349			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a354	Myotis horsfieldii		roosts in													rock shelter	ENVO_00000481	in crack or crevice				In most cases it spends the daysecreted in crevices or small holes, sometimes alone or insmall groups of two to three individuals.		134						Bates_Harrison_2350			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a355	Myotis hasseltii		roosts in													tree	ENVO_01001057	standing tree				During the day, it secretes itself,either alone or in small groups, in cracks in tree-trunksor bamboos and possibly also in holes in walls of ruinedbuildings (Phillips, 1980).	day roost	135	Literature Observation	Phillips, 1980				Bates_Harrison_2351			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a356	Myotis hasseltii	bamboo	roosts in													foliage	ENVO_01001057					During the day, it secretes itself,either alone or in small groups, in cracks in tree-trunksor bamboos and possibly also in holes in walls of ruinedbuildings (Phillips, 1980).	day roost	135	Literature Observation	Phillips, 1980				Bates_Harrison_2352			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a357	Myotis hasseltii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			During the day, it secretes itself,either alone or in small groups, in cracks in tree-trunksor bamboos and possibly also in holes in walls of ruinedbuildings (Phillips, 1980).	day roost	135	Literature Observation	Phillips, 1980				Bates_Harrison_2353			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a358	Myotis hasseltii		roosts in									Malaysia				rock shelter	ENVO_00000481	in crack or crevice				In Malaysia, about 25 bats ofboth sexes were found together, roosting in a crack in alarge boulder on the foreshore which was isolated at ahigh tide (Medway, 1969).		135	Literature Observation	Medway, 1969				Bates_Harrison_2354			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a359	Myotis hasseltii	bamboo	roosts in									Thailand				anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	inside room	ENVO_01000426	In Thailand, it has beenfound roosting inside cut bamboos used as the floor offorest dwellings (Lekagul & McNeely, 1977).		135	Literature Observation	Lekagul & McNeely, 1977				Bates_Harrison_2355			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a360	Plecotus auritus		roosts in									India	Pahlgam, Kashmir			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			In Kashmir, a specimen was taken from aforest hut at Pahlgam at approximately 2300 metres(7475 feet) (Chakraborty, 1983).		137	Literature Observation	Chakraborty, 1983				Bates_Harrison_2356			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a361	Plecotus auritus		roosts in									Nepal	banks of the Kali Gadak River, Jomson, at an altitude of 2831 metres (9200 feet)			rock shelter	ENVO_00000481					In Nepal, a dead specimen was found near Jomson, frozen to a rock on thebanks of the Kali Gadak River at an altitude of 2831metres (9200 feet) (Sanborn, 1950).		137-138		Sanborn, 1950				Bates_Harrison_2357			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a362	Plecotus auritus		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	In Pakistan, theholotype of puck was caught in a house at 2308 metres(7500 feet).		138						Bates_Harrison_2358			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a363	Plecotus auritus		roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		Roosts include hollowtrees, old buildings and possibly caves.		138						Bates_Harrison_2359			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a364	Plecotus auritus		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Roosts include hollowtrees, old buildings and possibly caves.		138						Bates_Harrison_2360			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a365	Plecotus auritus		roosts in									India	Uttar Pradesh			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	in roof	ENVO_01000472	In Uttar Pradesh, a number of specimens were observed emergingfrom the crevices of slate-roofs just after dusk (Bhat1974).		138	Literature Observation	Bhat 1974				Bates_Harrison_2361			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
